<b>[Билет 1: Полносвязные сети, Активации, Backprop] Задача 5. Расчёт дисперсий инициализации Xavier и He</b><br><br><p>Слой имеет $n_{in} = 100$ и $n_{out} = 50$. Найдите $\sigma^2_W$ для Xavier и He.</p>	<p>1. Xavier: $\sigma^2_W = \dfrac{2}{n_{in} + n_{out}} = \dfrac{2}{150} \approx 0.01333$ ($\sigma \approx 0.1155$).</p> <p>2. He: $\sigma^2_W = \dfrac{2}{n_{in}} = \dfrac{2}{100} = 0.02000$ ($\sigma \approx 0.1414$).</p>	AI_Course Block_A Microtask Ticket_01
<b>[Билет 1: Полносвязные сети, Активации, Backprop] Задача 6. Аналитические веса двухслойной сети для решения XOR</b><br><br><p>Задайте веса двухслойной сети с порогом $g(z) = \mathbb{I}(z \ge 0)$, вычисляющей $\text{XOR}(x_1, x_2)$ для входов $\{0, 1\}$.</p>	<p>Скрытый слой: $h_1 = g(x_1 + x_2 - 0.5)$ (OR), $h_2 = g(x_1 + x_2 - 1.5)$ (AND).</p> <p>Выходной слой: $y = g(h_1 - 2h_2 - 0.5)$.</p> <p>Проверка: $(0,0)\to 0$; $(1,0)\to 1$; $(0,1)\to 1$; $(1,1)\to g(1-2-0.5)=0$ ✓.</p>	AI_Course Block_A Microtask Ticket_01
<b>[Билет 2: Автодифференцирование, PINN] Задача 1. Вычисление производной через дуальные числа</b><br><br><p>Найдите значение и производную функции $f(x) = x^3 + 2x$ в точке $x = 3.0$ с помощью дуальных чисел ($v = a + b\epsilon, \epsilon^2=0$).</p>	<p>Подставим $x = 3 + 1\epsilon$:</p> <p>$x^3 = (3 + \epsilon)^3 = 27 + 27\epsilon$, $\quad 2x = 6 + 2\epsilon$.</p> <p>$f(3 + \epsilon) = 33 + 29\epsilon \implies f(3) = 33.0, \; f'(3) = 29.0$ ✓.</p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 2: Автодифференцирование, PINN] Задача 2. Выбор режима дифференцирования по размерности</b><br><br><p>Выберите режим (Forward/Reverse): (А) $\mathcal{L}: \mathbb{R}^{10^6} \to \mathbb{R}$; (Б) $F: \mathbb{R}^2 \to \mathbb{R}^{1000}$.</p>	<p>1. Сценарий А ($n_{in} = 10^6, n_{out} = 1$): $n_{in} \gg n_{out}$. <strong>Выбор: Reverse-mode (1 проход).</strong></p> <p>2. Сценарий Б ($n_{in} = 2, n_{out} = 1000$): $n_{in} \ll n_{out}$. <strong>Выбор: Forward-mode (2 прохода).</strong></p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 2: Автодифференцирование, PINN] Задача 3. Ручной расчёт невязки уравнения Пуассона</b><br><br><p>Уравнение $\Delta u = \frac{\partial^2 u}{\partial x^2} + \frac{\partial^2 u}{\partial y^2} = -2\pi^2 \sin(\pi x)\sin(\pi y)$. Проверьте невязку для $\hat{u} = \sin(\pi x)\sin(\pi y)$.</p>	<p>$\frac{\partial^2 \hat{u}}{\partial x^2} = -\pi^2 \sin(\pi x)\sin(\pi y)$, $\quad \frac{\partial^2 \hat{u}}{\partial y^2} = -\pi^2 \sin(\pi x)\sin(\pi y)$.</p> <p>$\Delta \hat{u} = -2\pi^2 \sin(\pi x)\sin(\pi y) \implies R(x, y) = \Delta \hat{u} - f(x, y) \equiv 0$ ✓.</p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 2: Автодифференцирование, PINN] Задача 4. Обратный проход графа для экспоненциальной функции</b><br><br><p>Найдите $\bar{x}, \bar{y}$ в Reverse-mode для $f(x, y) = x y + e^x$ в точке $x = 0.0, y = 5.0$.</p>	<p>Forward: $v_1 = 0, v_2 = 5, v_3 = v_1 v_2 = 0, v_4 = e^{v_1} = 1, v_5 = v_3 + v_4 = 1$.</p> <p>Reverse ($\bar{v}_5 = 1$): $\bar{v}_4 = 1, \bar{v}_3 = 1$.</p> <p>$\bar{y} = \bar{v}_2 = \bar{v}_3 v_1 = 1.0 \cdot 0.0 = 0.0 \implies \frac{\partial f}{\partial y} = 0.0$.</p> <p>$\bar{x} = \bar{v}_1 = \bar{v}_3 v_2 + \bar{v}_4 e^{v_1} = 1(5) + 1(1) = 6.0 \implies \frac{\partial f}{\partial x} = 6.0$.</p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 2: Автодифференцирование, PINN] Задача 5. Анализ зануления второй производной ReLU</b><br><br><p>Покажите, что для $u(x) = \text{ReLU}(w x + b)$ вторая производная $u''(x) \equiv 0$ почти всюду, и объясните невозможность решения $u''(x) + u(x) = 0$.</p>	<p>1. При $wx+b > 0$: $u' = w \implies u'' = 0$. При $wx+b < 0$: $u' = 0 \implies u'' = 0$.</p> <p>2. Невязка $u'' + u = 0 + u = u = 0$ сводит сеть к тривиальному решению $u \equiv 0$, теряя гармонические моды $\sin(x), \cos(x)$.</p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 2: Автодифференцирование, PINN] Задача 6. Градиент невязки PINN по параметру ДУ</b><br><br><p>Уравнение $\frac{du}{dt} + k u = 0$. При $t=1$: $\hat{u} = 2.0, \frac{d\hat{u}}{dt} = -1.6, k = 0.5$. Найдите $\frac{\partial \mathcal{L}_{\text{PDE}}}{\partial k}$ для $\mathcal{L}_{\text{PDE}} = R^2$.</p>	<p>1. Невязка: $R = -1.6 + 0.5(2.0) = -0.6$.</p> <p>2. Производная $\frac{\partial R}{\partial k} = \hat{u} = 2.0$.</p> <p>3. Градиент: $\frac{\partial \mathcal{L}_{\text{PDE}}}{\partial k} = 2 R \frac{\partial R}{\partial k} = 2(-0.6)(2.0) = -2.4$.</p>	AI_Course Block_A Microtask Ticket_02
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 1. Расчёт Negative Log-Likelihood для нормального распределения</b><br><br><p>Замеры $y = [2.0, 3.0, 4.0]$, предсказание $\mu = 3.0$, $\sigma^2 = 1.0$. Вычислите NLL выборки.</p>	<p>1. Сумма квадратов: $(2-3)^2 + (3-3)^2 + (4-3)^2 = 2.0$.</p> <p>2. Нормировка: $\dfrac{3}{2}\ln(2\pi) \approx 1.5 \cdot 1.8379 = 2.7568$.</p> <p>3. $\text{NLL} = 2.7568 + \dfrac{2.0}{2 \cdot 1.0} = 3.7568$.</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 2. Ручной расчёт Binary Cross-Entropy</b><br><br><p>Метки $y = [1, 0, 1]$, вероятности $\hat{p} = [0.90, 0.20, 0.40]$. Рассчитайте средний BCE.</p>	<p>$\ell_1 = -\ln(0.90) \approx 0.1054$, $\quad \ell_2 = -\ln(0.80) \approx 0.2231$, $\quad \ell_3 = -\ln(0.40) \approx 0.9163$.</p> <p>$\mathcal{L}_{\text{BCE}} = \dfrac{0.1054 + 0.2231 + 0.9163}{3} \approx 0.4149$.</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 3. Градиент связки Softmax + Cross-Entropy</b><br><br><p>Истинный класс $y = [0, 1, 0]^\top$, логиты $z = [1.0, 2.0, 0.0]^\top$. Вычислите $\hat{p}$ и $\frac{\partial \mathcal{L}}{\partial z}$.</p>	<p>1. $e^1 \approx 2.7183, e^2 \approx 7.3891, e^0 = 1.0 \implies \sum = 11.1074$.</p> <p>2. $\hat{p} = [0.2447, 0.6652, 0.0900]^\top$.</p> <p>3. $\frac{\partial \mathcal{L}}{\partial z} = \hat{p} - y = [0.2447, -0.3348, 0.0900]^\top$.</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 4. Численный расчёт весов Focal Loss</b><br><br><p>При $\gamma = 2.0$ найдите отношение весов $\text{FL}(0.10) / \text{FL}(0.90)$.</p>	<p>$\text{FL}(0.10) = 0.9^2 (-\ln 0.1) = 0.81 \cdot 2.3026 \approx 1.8651$.</p> <p>$\text{FL}(0.90) = 0.1^2 (-\ln 0.9) = 0.01 \cdot 0.1054 \approx 0.001054$.</p> <p>Отношение: $\dfrac{1.8651}{0.001054} \approx 1769.5$ (градиент сложного объекта усилен в 1770 раз).</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 5. Связь коэффициента L2-регуляризации с дисперсией априора</b><br><br><p>Шум данных $\sigma^2 = 2.0$, априор $w \sim \mathcal{N}(0, \sigma_w^2 I)$ с $\sigma_w^2 = 0.5$. Найдите $\lambda = \frac{\sigma^2}{\sigma_w^2}$.</p>	<p>Из вывода MAP: $\lambda = \dfrac{\sigma^2}{\sigma_w^2} = \dfrac{2.0}{0.5} = 4.0$.</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 3: Loss-функции, MLE, MAP / L2] Задача 6. Расчёт потерь Huber Loss</b><br><br><p>Найдите Huber Loss при $\delta = 1.0$ для ошибок $e_1 = 0.40$ и $e_2 = 3.00$.</p>	<p>1. Для $e_1 = 0.40 \le 1.0$: $L = \frac{1}{2}(0.40)^2 = 0.08$.</p> <p>2. Для $e_2 = 3.00 > 1.0$: $L = 1.0 \cdot (3.00 - 0.5) = 2.50$ (против $4.50$ в MSE).</p>	AI_Course Block_A Microtask Ticket_03
<b>[Билет 4: Слои свёрточных сетей] Задача 1. Расчёт пространственного размера выхода свёрточного слоя</b><br><br><p>$H_{in} \times W_{in} = 224 \times 224$, ядро $K = 7$, stride $S = 2$, padding $P = 3$. Найдите размерность $H_{out} \times W_{out}$.</p>	<p>$H_{out} = \left\lfloor \dfrac{224 - 7 + 2(3)}{2} \right\rfloor + 1 = \left\lfloor \dfrac{223}{2} \right\rfloor + 1 = 111 + 1 = 112$.</p> <p><strong>Результат:</strong> $112 \times 112$.</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 2. Подсчёт параметров слоёв Conv2d</b><br><br><p>Найдите число параметров: (А) `Conv2d(3, 64, 3, bias=True)`; (Б) `Conv2d(64, 128, 3, bias=False)`.</p>	<p>1. Слой А: $(3 \cdot 3 \cdot 3 + 1) \cdot 64 = 28 \cdot 64 = 1792$ параметров.</p> <p>2. Слой Б: $3 \cdot 3 \cdot 64 \cdot 128 = 9 \cdot 8192 = 73\,728$ параметров.</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 3. Расчёт рецептивного поля стека свёрток</b><br><br><p>Стек из трёх последовательных слоёв $3\times3$ со stride $S=1$. Найдите итоговое $RF_3$.</p>	<p>$RF_1 = 1 + (3-1) \cdot 1 = 3, \quad J_1 = 1$.</p> <p>$RF_2 = 3 + (3-1) \cdot 1 = 5, \quad J_2 = 1$.</p> <p>$RF_3 = 5 + (3-1) \cdot 1 = 7 \implies RF = 7 \times 7$.</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 4. Ручной расчёт слоя MaxPooling</b><br><br><p>Примените `MaxPool2d` ($2\times2, S=2$) к матрице $4\times4$:</p> <div class="math-scroll-wrapper">$$ M = \begin{bmatrix} 9 & 2 & 3 & 4 \\ 1 & 8 & 5 & 0 \\ 4 & 7 & 1 & 2 \\ 3 & 6 & 8 & 5 \end{bmatrix} $$</div>	<p>Верх-лево: $\max(9,2,1,8) = 9$; Верх-право: $\max(3,4,5,0) = 5$.</p> <p>Низ-лево: $\max(4,7,3,6) = 7$; Низ-право: $\max(1,2,8,5) = 8$.</p> <p><strong>Результат:</strong> $\begin{bmatrix} 9 & 5 \\ 7 & 8 \end{bmatrix}$.</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 5. Нормализация вектора через Batch Normalization</b><br><br><p>Вход $x = [2.0, 4.0, 6.0, 8.0]$, $\gamma = 2.0, \beta = 1.0, \epsilon = 0$. Вычислите выход $y$.</p>	<p>1. $\mu_B = \dfrac{2+4+6+8}{4} = 5.0$, $\quad \sigma_B^2 = \dfrac{9+1+1+9}{4} = 5.0$, $\quad \sigma_B = \sqrt{5} \approx 2.2361$.</p> <p>2. $\hat{x} \approx [-1.3416, -0.4472, 0.4472, 1.3416]$.</p> <p>3. $y_i = 2\hat{x}_i + 1 \approx [-1.6832, 0.1056, 1.8944, 3.6832]$.</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 6. Сравнение параметров Depthwise Separable и Standard Conv</b><br><br><p>$C_{in} = 128, C_{out} = 256, K = 3$. Найдите число параметров для стандартной и Depthwise Separable свёртки.</p>	<p>1. Стандартная: $3 \times 3 \times 128 \times 256 = 294\,912$ весов.</p> <p>2. DW-Sep: $(3 \times 3 \times 128) + (1 \times 1 \times 128 \times 256) = 1152 + 32\,768 = 33\,920$ весов.</p> <p><strong>Экономия:</strong> $\dfrac{294\,912}{33\,920} \approx 8.69$ раза ($88.5\%$ экономии).</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 4: Слои свёрточных сетей] Задача 7. Вычисление эффективного ядра Dilated Conv</b><br><br><p>Ядро $K = 3$, dilation rate $D = 3$. Найдите $K_{eff}$ и число промежуточных нулей.</p>	<p>1. Число нулей между весами: $D - 1 = 3 - 1 = 2$.</p> <p>2. $K_{eff} = 3 + (3-1)(3-1) = 3 + 4 = 7$ (окно $7 \times 7$ при 9 весах).</p>	AI_Course Block_A Microtask Ticket_04
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 1. Подсчёт параметров VGG-16 vs ResNet-50</b><br><br><p>Сравните параметры классификатора VGG-16 (два FC по 4096 на $7\times7\times512$) и ResNet-50 (GAP + FC на 2048 каналов) для $K=1000$ классов.</p>	<p>1. VGG-16 FC: $25\,088 \times 4096 + 4096 \times 4096 + 4096 \times 1000 \approx 123.6$ млн параметров.</p> <p>2. ResNet-50 GAP + FC: GAP = $0$, FC = $2048 \times 1000 \approx 2.05$ млн параметров.</p> <p><strong>Вывод:</strong> GAP снижает параметры классификатора в <strong>60 раз</strong>.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 2. Рецептивное поле трёх слоёв 3×3</b><br><br><p>Слои с ядрами $K_1=K_2=K_3=3$ и шагами $S_1=1, S_2=2, S_3=1$. Вычислите итоговое $RF_3$.</p>	<p>Слой 1: $RF_1 = 1 + (3-1) \cdot 1 = 3, \quad J_1 = 1$.</p> <p>Слой 2: $RF_2 = 3 + (3-1) \cdot 1 = 5, \quad J_2 = 2$.</p> <p>Слой 3: $RF_3 = 5 + (3-1) \cdot 2 = 9 \implies RF = 9 \times 9$.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 3. Экономия вычислений в Depthwise Separable свёртке</b><br><br><p>$C_{in}=128, C_{out}=256$, ядро $3\times3$. Рассчитайте коэффициент ускорения Depthwise Separable свёртки.</p>	<p>$\dfrac{\text{FLOPs}_{\text{sep}}}{\text{FLOPs}_{\text{std}}} = \dfrac{1}{256} + \dfrac{1}{9} \approx 0.0039 + 0.1111 = 0.1150$.</p> <p>Коэффициент ускорения: $\dfrac{1}{0.1150} \approx 8.7$ раза.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 4. Выбор стратегии Transfer Learning</b><br><br><p>Датасет из 200 снимков МРТ для бинарной классификации. Выберите режим Transfer Learning и объясните риск fine-tuning.</p>	<p><strong>Выбор:</strong> Feature Extraction на предобученном ResNet (обучение только головы / SVM на признаках layer3/layer4) с аугментацией.</p> <p><strong>Риск Fine-Tuning:</strong> При 200 снимках 25 млн параметров сети мгновенно переобучатся, стерев полезные веса ImageNet.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 5. Расчёт размерности выхода при Strided проекции в ResNet</b><br><br><p>Вход $28 \times 28 \times 128$. Блок содержит две свёртки $3\times3$ со stride $S=2$ в первой и $C_{out}=256$. Что должно быть на shortcut?</p>	<p>1. Основная ветка выдаёт размер $14 \times 14 \times 256$.</p> <p>2. Shortcut обязан содержать проекционный слой: свёртку $1\times1$ со stride $S=2$, 256 фильтрами и BatchNorm, приводящую вход к $14 \times 14 \times 256$.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 5: Архитектуры CNN, Transfer Learning] Задача 6. Масштабирование EfficientNet при $\phi = 1$</b><br><br><p>EfficientNet-B0: глубина $d=16$, ширина $w=32$, разрешение $r=224$. При $\alpha=1.2, \beta=1.1, \gamma=1.15$ найдите параметры B1 ($\phi=1$).</p>	<p>Глубина: $d_{B1} = 16 \times 1.2 = 19.2 \approx 19$ слоёв.</p> <p>Ширина: $w_{B1} = 32 \times 1.1 = 35.2 \approx 36$ каналов.</p> <p>Разрешение: $r_{B1} = 224 \times 1.15 = 257.6 \approx 256 \times 256$ пикселей.</p> <p>Рост вычислений: $1.2 \times 1.1^2 \times 1.15^2 \approx 1.92 \approx 2\times$ FLOPs.</p>	AI_Course Block_A Microtask Ticket_05
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 1. Шаг SGD с Momentum на одномерной функции</b><br><br><p>$L(\theta) = 3\theta^2, \theta_0 = 1.0, v_0 = 0.5, \gamma = 0.9, \eta = 0.05$. Найдите $v_1$ и $\theta_1$.</p>	<p>1. Градиент: $g_0 = 6 \cdot 1.0 = 6.0$.</p> <p>2. Скорость: $v_1 = 0.9(0.5) + 0.05(6.0) = 0.45 + 0.30 = 0.75$.</p> <p>3. Позиция: $\theta_1 = 1.0 - 0.75 = 0.25$.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 2. Адаптивный шаг RMSProp при резком росте градиента</b><br><br><p>$v_0 = 0.01, g_1 = 10.0, \beta = 0.9, \eta = 0.01, \epsilon = 10^{-8}$. Найдите эффективный шаг $\Delta \theta_1$.</p>	<p>1. $v_1 = 0.9(0.01) + 0.1(100) = 10.009$.</p> <p>2. $\Delta \theta_1 = \dfrac{0.01}{\sqrt{10.009}} \cdot 10.0 \approx \dfrac{0.10}{3.1637} \approx 0.0316$ (демпфирование скачка в 3.16 раза).</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 3. Матричная производная квадратичной формы с линейной частью</b><br><br><p>Найдите $\nabla_x f(x)$ для $f(x) = x^\top A x + b^\top x + c$, где $A$ несимметрична.</p>	<p>$\nabla_x (x^\top A x) = (A + A^\top)x, \quad \nabla_x (b^\top x) = b, \quad \nabla_x (c) = 0$.</p> <p><strong>Результат:</strong> $\nabla_x f(x) = (A + A^\top)x + b$.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 4. Аналитический вывод Ridge-регрессии</b><br><br><p>Минимизируйте $\mathcal{L}(w) = \|Xw - y\|_2^2 + \lambda \|w\|_2^2$. Найдите $w^*$.</p>	<p>$\nabla_w \mathcal{L} = 2 X^\top X w - 2 X^\top y + 2 \lambda w = 2(X^\top X + \lambda I)w - 2X^\top y = 0$.</p> <p><strong>Результат:</strong> $w^* = (X^\top X + \lambda I)^{-1} X^\top y$.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 5. Шаг AdamW с Decoupled Weight Decay</b><br><br><p>$\theta = 5.0, \eta = 0.01, \lambda = 0.1, \hat{m} = 0.2, \hat{v} = 0.04$. Вычислите $\theta_{new}$.</p>	<p>1. Weight Decay: $5.0 \cdot (1 - 0.01 \cdot 0.1) = 4.995$.</p> <p>2. Шаг Adam: $\dfrac{0.01}{\sqrt{0.04}} \cdot 0.2 = 0.01$.</p> <p>3. $\theta_{new} = 4.995 - 0.01 = 4.985$.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 6. Влияние Bias Correction на первой итерации</b><br><br><p>$g_1 = 2.0$. Без коррекции $m_1 = 0.2, v_1 = 0.004$. Найдите отношение шагов с коррекцией и без неё.</p>	<p>1. Без коррекции: $\text{Step}_{\text{raw}} = \dfrac{0.2}{\sqrt{0.004}} \approx 3.162$.</p> <p>2. С коррекцией: $\hat{m}_1 = 2.0, \hat{v}_1 = 4.0 \implies \text{Step}_{\text{corr}} = \dfrac{2.0}{\sqrt{4.0}} = 1.0$.</p> <p>Без коррекции шаг был бы завышен в <strong>3.16 раза</strong>.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 6: Оптимизаторы: SGD, Momentum, Adam, Матричные производные] Задача 7. Производная билинейной формы для нейросети</b><br><br><p>$y = x^\top W z$, где $x \in \mathbb{R}^m, z \in \mathbb{R}^n, W \in \mathbb{R}^{m \times n}$. Найдите $\frac{\partial y}{\partial W}$.</p>	<p>$y = \sum_i \sum_j x_i W_{ij} z_j \implies \dfrac{\partial y}{\partial W_{ij}} = x_i z_j$.</p> <p><strong>Результат:</strong> $\dfrac{\partial y}{\partial W} = x z^\top \in \mathbb{R}^{m \times n}$.</p>	AI_Course Block_A Microtask Ticket_06
<b>[Билет 7: Аугментация, Тюнинг гиперпараметров] Задача 1. Подсчёт испытаний в Grid Search vs Random Search</b><br><br><p>4 гиперпараметра по 6 значений в сетке. Сколько испытаний выполнит Grid Search и сколько уникальных значений проверит Random Search за 60 запусков?</p>	<p>1. Grid Search: $6^4 = 1296$ полных обучений.</p> <p>2. Random Search: при 60 запусках каждый параметр тестируется в <strong>60 уникальных значениях</strong> (в $21.6$ раз быстрее при лучшем покрытии осей).</p>	AI_Course Block_A Microtask Ticket_07
